sector,project,account_item,status,request_id,code,vendor,amount_total,amount_paid,amount_canceled,amount_remaining,source_request_date,payment_request_date,approval_date,payment_date
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011266,مؤسسة روعة الأمثال للمقاولات العامة,17770,17770,0,0,6/22/2025,1900-01-00,6/22/2025,6/22/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011470,مؤسسة انجاز و امتياز للمقاولات العامة,30000,30000,0,0,6/3/2025,7/3/2025,7/3/2025,7/3/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011470,مؤسسة انجاز و امتياز للمقاولات العامة,18562,18562,0,0,6/3/2025,7/6/2025,7/6/2025,7/6/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011443,شركة تطوير المعرفة للمقاولات العامة,5750,5750,0,0,6/22/2025,1900-01-00,1900-01-00,1900-01-00
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011443,شركة تطوير المعرفة للمقاولات العامة,18077,18077,0,0,5/10/2025,-,5/15/2025,5/15/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011443,شركة تطوير المعرفة للمقاولات العامة,15230,15230,0,0,6/22/2025,6/22/2025,6/22/2025,6/22/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011443,شركة تطوير المعرفة للمقاولات العامة,11076,11076,0,0,6/22/2025,7/3/2025,7/3/2025,7/3/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011443,شركة تطوير المعرفة للمقاولات العامة,10000,10000,0,0,5/13/2025,-,5/15/2025,5/15/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011443,شركة تطوير المعرفة للمقاولات العامة,5230,5230,0,0,5/13/2025,-,6/22/2025,6/22/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011443,شركة تطوير المعرفة للمقاولات العامة,15702,15702,0,0,6/22/2025,1900-01-00,6/26/2025,6/26/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011443,شركة تطوير المعرفة للمقاولات العامة,7201,7201,0,0,6/22/2025,1900-01-00,7/6/2025,7/6/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011443,شركة تطوير المعرفة للمقاولات العامة,6029,6029,0,0,6/3/2025,1900-01-00,7/15/2025,7/15/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011281,مؤسسة انجاز المبدع للمقاولات,10473,10473,0,0,6/22/2025,1900-01-00,6/22/2025,6/22/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011281,مؤسسة انجاز المبدع للمقاولات,9405,9405,0,0,6/3/2025,7/3/2025,7/3/2025,7/3/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011281,مؤسسة انجاز المبدع للمقاولات,2588,2588,0,0,5/18/2025,-,7/6/2025,7/6/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,2103,2103011281,مؤسسة انجاز المبدع للمقاولات,9238,9238,0,0,6/3/2025,1900-01-00,7/15/2025,7/15/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011131,مؤسسة منال عايض بن قاعد العتيبي للمقاولات العامة,10216,10216,0,0,6/3/2025,1900-01-00,7/6/2025,7/6/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011131,مؤسسة منال عايض بن قاعد العتيبي للمقاولات العامة,20000,20000,0,0,6/3/2025,7/3/2025,7/3/2025,7/3/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011498,مؤسسة صهوة طيبة للمقاولات المعمارية,18404,18404,0,0,5/10/2025,7/17/2025,7/17/2025,7/20/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011498,مؤسسة صهوة طيبة للمقاولات المعمارية,18963,18963,0,0,5/21/2025,-,8/3/2025,8/3/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011041,مؤسسة أنجال الهندسة للمقاولات العامة,20244,20244,0,0,6/7/2025,1900-01-00,7/12/2025,7/12/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011041,مؤسسة أنجال الهندسة للمقاولات العامة,40000,40000,0,0,6/7/2025,7/3/2025,7/3/2025,7/3/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011493,شركة الطريق الصعب للمقاولات,5261,5261,0,0,6/3/2025,7/17/2025,7/17/2025,7/20/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Paid,0,2101010855,مؤسسة عراقة الإعمار للمقاولات,85388,85388,0,0,5/21/2025,-,7/6/2025,7/6/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2101011042,مؤسسة منيف مضحي صالح العتيبي للنقليات,12857,12857,0,0,6/7/2025,7/17/2025,7/17/2025,7/20/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011530,مؤسسة ثري طيبة للمقاولات,12887,12887,0,0,6/1/2025,7/17/2025,7/17/2025,7/20/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011529,شركة فوارس الخير للمقاولات,31038,31038,0,0,6/1/2025,1900-01-00,6/22/2025,6/22/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,-,-,مؤسسة تى ارت للمقاولات,4698,4698,0,0,5/26/2025,7/17/2025,7/17/2025,7/20/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Canceled,0,2101010473,شركة مجموعة بن شيهون المحدودة,11615,0,11615,0,5/24/2025,-,-,-
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Canceled,0,2101010718,مؤسسة دخيل الله دخيل عوده السفياني - أمن وسلامة,5200,0,5200,0,5/15/2025,-,-,-
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Canceled,0,2101010718,مؤسسة دخيل الله دخيل عوده السفياني - أمن وسلامة,2360,0,2360,0,7/1/2025,1900-01-00,-,-
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Paid,0,2101010815,شركة التقنيون السعوديون - سعودي تك لفحص التربة,31642,31642,0,0,6/7/2025,7/3/2025,7/3/2025,7/3/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Paid,0,2101011043,مؤسسة عالية طيبة للمقاولات,11500,11500,0,0,4/17/2025,7/3/2025,7/3/2025,7/3/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Paid,0,2101011043,مؤسسة عالية طيبة للمقاولات,8050,8050,0,0,5/29/2025,7/17/2025,7/17/2025,7/20/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,Paid,144,-,طلب عهدة - محمد القطفاني,17000,17000,0,0,5/31/2025,-,1900-01-00,1900-01-00
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011502,شركة عياش المتقدمة للمقاولات,10000,10000,0,0,5/12/2025,-,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011502,شركة عياش المتقدمة للمقاولات,10000,10000,0,0,5/12/2025,-,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011502,شركة عياش المتقدمة للمقاولات,10000,10000,0,0,5/12/2025,-,7/20/2025,7/20/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011502,شركة عياش المتقدمة للمقاولات,8006,8006,0,0,5/12/2025,-,8/1/2025,8/1/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011266,مؤسسة روعة الامثال للمقاولات العامة,5768,5768,0,0,5/15/2025,-,7/10/2025,7/10/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011266,مؤسسة روعة الامثال للمقاولات العامة,18382,18382,0,0,5/15/2025,-,7/20/2025,7/20/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,Paid,0,2103011266,مؤسسة روعة الامثال للمقاولات العامة,10249,10249,0,0,7/1/2025,1900-01-00,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011465,مؤسسة إمتداد المباني الماسية للمقاولات,4337,4337,0,0,5/21/2025,6/24/2025,6/24/2025,6/24/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011493,شركة الطريق الصعب للمقاولات,25070,25070,0,0,6/24/2025,1900-01-00,6/24/2025,6/24/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011493,شركة الطريق الصعب للمقاولات,10792,10792,0,0,5/21/2025,-,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011493,شركة الطريق الصعب للمقاولات,21868,21868,0,0,5/21/2025,-,6/24/2025,6/24/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011493,شركة الطريق الصعب للمقاولات,11213,11213,0,0,5/21/2025,-,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011493,شركة الطريق الصعب للمقاولات,3254,3254,0,0,5/21/2025,-,7/20/2025,7/20/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011111,مؤسسة الاعمار الاخير للمقاولات العامة,11624,11624,0,0,7/1/2025,1900-01-00,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011506,مؤسسة امتداد التميز للمقاولات العامة,31749,31749,0,0,5/24/2025,-,5/22/2025,5/22/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011493,شركة الطريق الصعب للمقاولات,9407,9407,0,0,7/10/2025,1900-01-00,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011111,مؤسسة الاعمار الاخير للمقاولات العامة,12340,12340,0,0,5/27/2025,-,6/24/2025,6/24/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011111,مؤسسة الاعمار الاخير للمقاولات العامة,1000,1000,0,0,5/27/2025,-,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011528,مؤسسة الصقر الراقي للمقاولات الامة,10000,10000,0,0,5/27/2025,-,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011528,مؤسسة الصقر الراقي للمقاولات الامة,8153,8153,0,0,5/27/2025,-,7/29/2025,7/29/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011111,مؤسسة الاعمار الاخير للمقاولات العامة,15786,15786,0,0,6/4/2025,1900-01-00,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011506,مؤسسة امتداد التميز للمقاولات العامة,5019,5019,0,0,6/15/2025,1900-01-00,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011217,مقاول باطن / مؤسسة نسمة للصيانة والتشطيب,5388,5388,0,0,6/15/2025,1900-01-00,-,9/4/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011465,مؤسسة إمتداد المباني الماسية للمقاولات,15000,15000,0,0,6/15/2025,7/10/2025,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011465,مؤسسة إمتداد المباني الماسية للمقاولات,10000,10000,0,0,6/15/2025,7/20/2025,7/20/2025,7/20/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011465,مؤسسة إمتداد المباني الماسية للمقاولات,11289,11289,0,0,6/15/2025,7/29/2025,7/29/2025,7/29/2025
قطاع التحلية,واحة التحلية برابغ,موردين,Paid,0,2101010749,مؤسسة الاسناد والقوة للحراسات الامنية,32200,32200,0,0,6/14/2025,7/1/2025,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,1125010003,غانم صالح الغانمي,1000,1000,0,0,6/17/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,1125010003,غانم صالح الغانمي,3000,3000,0,0,6/17/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,-,صالح عابد عتيق الجحدلي,11500,11500,0,0,6/17/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,-,فاتورة رقم 30065888397,465,465,0,0,6/4/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,5104000007,فاتورة رقم 30122744865,753,753,0,0,6/4/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,5104000007,فاتورة رقم 10063007349,604,604,0,0,6/4/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,5104000007,فاتورة رقم 10064876031,379,379,0,0,6/4/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,5104000007,فاتورة رقم 10062112850,479,479,0,0,6/4/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,5104000007,فاتورة رقم 10062112377,529,529,0,0,6/4/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,5104000007,فاتورة رقم 30073836733,4840,4840,0,0,6/4/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,5104000007,فاتورة رقم 30101651853,5608,5608,0,0,6/4/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,سدادات,Paid,0,5104000007,فاتورة رقم 30057292571,2709,2709,0,0,6/4/2025,1900-01-00,6/23/2025,6/23/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011304,محمد تاسن كامل حسن,5023,5023,0,0,5/24/2025,-,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,ك.ح,2103011516,ابراهيم محمد,10600,10600,0,0,6/24/2025,7/1/2025,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,ك.ح,2103011516,ابراهيم محمد,10000,10000,0,0,6/24/2025,7/10/2025,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011284,محمد بشير فيض,1000,1000,0,0,5/24/2025,-,-,6/22/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011284,محمد بشير فيض,10000,10000,0,0,5/24/2025,7/1/2025,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011284,محمد بشير فيض,10000,10000,0,0,5/24/2025,7/10/2025,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011284,محمد بشير فيض,5000,5000,0,0,5/24/2025,7/20/2025,7/20/2025,7/20/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011284,محمد بشير فيض,9458,9458,0,0,5/24/2025,7/29/2025,7/29/2025,7/29/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011480,وليد محمد عبدالحميد رمضان,12786,12786,0,0,6/24/2025,1900-01-00,6/26/2025,6/26/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,272,2103011300,محمد شفيق نزامي,10000,10000,0,0,5/27/2025,7/10/2025,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,272,2103011300,محمد شفيق نزامي,11364,11364,0,0,5/27/2025,7/29/2025,7/29/2025,7/29/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,272,2103011300,محمد شفيق نزامي,5000,5000,0,0,5/27/2025,7/20/2025,7/20/2025,7/20/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,-,عمرو العادلي احمد خليل,6246,6246,0,0,5/27/2025,-,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011531,محمد عمر فاروق شهزادة,5763,5763,0,0,6/18/2025,1900-01-00,7/29/2025,7/29/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011496,فيدا حسين غلام مرتضي,13250,13250,0,0,6/12/2025,1900-01-00,6/24/2025,6/24/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,276,2103011500,ابرار حسين محمد,34960,34960,0,0,6/12/2025,7/1/2025,7/1/2025,7/1/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011480,وليد محمد عبدالحميد رمضان,2474,2474,0,0,6/12/2025,1900-01-00,6/24/2025,6/24/2025
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,Paid,0,2103011480,وليد محمد عبدالحميد رمضان,8648,8648,0,0,6/12/2025,1900-01-00,7/10/2025,7/10/2025
قطاع التحلية,واحة التحلية برابغ,عهدة,Paid,0,1101000011,طلب عهدة - جمعة روبي,212546,212546,0,0,7/1/2025,-,-,7/1/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,شركة منبع المعدات,2975,2975,0,0,6/22/2025,6/22/2025,6/22/2025,6/22/2025
قطاع الإسكان,معدات الاسكان,موردين,Canceled,0,2101011040,الأفضل للالات والمعدات,2250,0,2250,0,6/22/2025,6/22/2025,6/22/2025,8/1/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,2101010530,نوال عاصي امبارك ( ورشة فن الديزل ),5000,5000,0,0,6/22/2025,6/22/2025,6/22/2025,6/22/2025
قطاع الإسكان,معدات الاسكان,موردين,Paid,0,2101011077,شركة الفارع الدولية التجاريه ش,9085,9085,0,0,6/2/2025,1900-01-00,6/30/2025,6/30/2025
قطاع الإسكان,معدات الاسكان,موردين,Paid,0,-,ركن الريادة لقطع الغيار,1510,1510,0,0,6/16/2025,1900-01-00,6/25/2025,6/25/2025
قطاع الإسكان,معدات الاسكان,موردين,Paid,0,-,ورشة أبناء الدقهلية لصيانة الشاحانات ( مؤسسة أبناء الصيانة ),4700,4700,0,0,6/30/2025,-,6/30/2025,6/30/2025
قطاع الإسكان,معدات الاسكان,موردين,Paid,0,2101011090,شركة أسس النجد,11800,11800,0,0,5/24/2025,-,6/30/2025,6/30/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سدادات,Paid,0,1125010003,أسم المؤجر - محمد بن عيسي بن محمد الغنيم,18000,18000,0,0,7/2/2025,7/6/2025,7/6/2025,7/6/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سدادات,Paid,0,1125010003,أسم المؤجر - نصار بن علي محمد البقشي,27500,27500,0,0,7/21/2025,7/21/2025,7/21/2025,7/21/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,موردين,Paid,0,2101010965,شركة عبدالكريم عبدالله المنصور للاستشارات الهندسية,14440,14440,0,0,7/14/2025,7/14/2025,7/14/2025,7/14/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,موردين,Paid,0,2101010965,شركة عبدالكريم عبدالله المنصور للاستشارات الهندسية,19213,19213,0,0,6/17/2025,8/4/2025,8/4/2025,8/4/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,0,2103011484,مؤسسة امل صالح بن هادى اليامى,14260,14260,0,0,6/3/2025,1900-01-00,7/22/2025,7/22/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,0,2103011475,مؤسسة نخبة الكساء للمقاولات,50000,50000,0,0,7/9/2025,7/9/2025,7/23/2025,7/23/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,0,2103011475,مؤسسة نخبة الكساء للمقاولات,33490,33490,0,0,7/31/2025,7/31/2025,7/31/2025,7/31/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,41,2103011475,مؤسسة نخبة الكساء للمقاولات,33327,33327,0,0,6/3/2025,8/14/2025,8/14/2025,8/14/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Canceled,41,2103011475,مؤسسة نخبة الكساء للمقاولات,33327,0,33327,0,6/3/2025,8/24/2025,8/24/2025,-
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,41,2103011470,مؤسسة انجاز و امتياز للمقاولات العامة,28175,28175,0,0,6/3/2025,11/12/2025,11/12/2025,11/13/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,0,2101010851,مؤسسة محمد صالح العمران,77804,77804,0,0,5/12/2025,7/17/2025,7/17/2025,7/17/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,0,2101010851,مؤسسة محمد صالح العمران,77804,77804,0,0,5/12/2025,7/6/2025,7/6/2025,7/6/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,0,2101010851,مؤسسة محمد صالح العمران,10212,6627,3585,0,6/3/2025,-,-,7/31/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,Canceled,0,5104000094,فاتورة رقم 250616020929,2047,0,2047,0,6/19/2025,-,-,-
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,Canceled,0,5104000094,فاتورة رقم 250616020928,415,0,415,0,6/19/2025,-,-,-
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,Canceled,0,5104000094,فاتورة رقم 250616021781,1167,0,1167,0,6/26/2025,-,-,-
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,Canceled,0,5104000094,فاتورة رقم 25061620940,585,0,585,0,6/26/2025,-,-,-
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,عهدة,Paid,0,1109010174,طلب عهدة - تاج الدين شرف الدين,11210,11210,0,0,7/1/2025,-,-,7/1/2025
قطاع المصانع,مصنع مطابخ الاسكان,عهدة,Paid,0,1101000012,طلب عهدة - اسامة موسى,10000,10000,0,0,6/22/2025,6/22/2025,6/22/2025,6/22/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,Canceled,0,5104000094,سداد فاتورة رقم 250616012426,7031,0,7031,0,6/19/2025,-,-,-
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,Paid,0,-,مؤسسة حسن أبو بكر بامردوف للخدمات العقارية,9500,9500,0,0,6/19/2025,1900-01-00,6/23/2025,6/23/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,Paid,0,-,طلب عهدة - اسلام عشماوي,17700,17700,0,0,6/23/2025,1900-01-00,6/23/2025,6/23/2025
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011494,شركة تراب لمكافحة الحشرات,1495,1495,0,0,4/27/2025,-,7/6/2025,7/6/2025
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011494,شركة تراب لمكافحة الحشرات,1725,1725,0,0,5/26/2025,-,7/6/2025,7/6/2025
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011494,شركة تراب لمكافحة الحشرات,2990,2990,0,0,6/15/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011494,شركة تراب لمكافحة الحشرات,1495,1495,0,0,6/22/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,إسكان الأصالة الرياض,موردين,Canceled,0,2101010593,شركة سادن المتخصصة للاستشارات الجيولوجية,13800,0,13800,0,5/11/2025,-,-,-
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011520,شركة قطين للمقاولات,53508,53508,0,0,5/26/2025,-,7/6/2025,7/6/2025
قطاع الإسكان,إسكان الأصالة الرياض,موردين,Paid,0,2101010961,مؤسسة رقية الفضل للمقاولات,65805,65805,0,0,6/22/2025,6/22/2025,6/22/2025,6/22/2025
قطاع الإسكان,إسكان الأصالة الرياض,موردين,Paid,0,2101010961,مؤسسة رقية الفضل للمقاولات,108778,108778,0,0,5/26/2025,-,7/3/2025,7/3/2025
قطاع الإسكان,إسكان الأصالة الرياض,موردين,Paid,0,2101010961,مؤسسة رقية الفضل للمقاولات,112136,112136,0,0,6/15/2025,8/20/2025,7/17/2025,7/17/2025
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,-,شركة عنان الجزيرة للمقاولات,12650,12650,0,0,5/28/2025,-,7/6/2025,7/6/2025
قطاع الإسكان,إسكان الأصالة الرياض,موردين,Canceled,0,-,شركة رشيد صالح الرشيد,15525,0,15525,0,5/28/2025,-,-,-
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011369,مؤسسة مسفر الكربي للمقاولات,19451,19451,0,0,6/15/2025,1900-01-00,7/6/2025,7/6/2025
