sector,project,account_item,status,request_id,code,vendor,amount_total,amount_paid,amount_canceled,amount_remaining,source_request_date,payment_request_date,approval_date,payment_date
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,Paid,0,2101010936,شركة مسارات الإنتاج الصناعية,91000,91000,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مؤسسة موارد البناء,50000,50000,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مؤسسة احمد بن سوقان الزهراني للمقاولات,48947,48947,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,2103011314,أحمد يوسف أحمد,10327,10327,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مؤسسة احمد عبدالله السلولي للمقاولات,3560,3560,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مؤسسة احمد عبدالله السلولي للمقاولات,819,819,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مؤسسة احمد عبدالله السلولي للمقاولات,5670,5670,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مؤسسة احمد عبدالله السلولي للمقاولات,7350,7350,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مؤسسة احمد عبدالله السلولي للمقاولات,756,756,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مؤسسة احمد عبدالله السلولي للمقاولات,3528,3528,0,0,7/6/2025,1900-01-00,7/6/2025,7/6/2025
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,عهدة,Canceled,3,1109010174,طلب عهدة - تاج الدين شرف الدين,15000,0,15000,0,7/24/2025,-,-,-
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,Paid,0,2101010581,شركة إنجاز المتقدمة للمنتجات الأسمنتية,10000,10000,0,0,7/5/2025,7/5/2025,7/5/2025,7/5/2025
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,Paid,0,2101010421,مجموعة حسين هادى جحفلى,10000,10000,0,0,7/5/2025,7/5/2025,7/5/2025,7/5/2025
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,Paid,0,2101010889,شركة خالد عبد الصافي للإطارات,2740,2740,0,0,7/5/2025,7/5/2025,7/5/2025,7/5/2025
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,Paid,0,2101010986,شركة السيارة الجديدة,7242,7242,0,0,7/5/2025,7/5/2025,7/5/2025,7/5/2025
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,سدادات,Paid,0,5104000007,الشركة السعودية للكهرباء - 30010730800 ,434,434,0,0,7/5/2025,7/5/2025,7/5/2025,7/5/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,شركة عون للسيارات,252000,252000,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,شركة اتحاد مصانع الأسلاك,41500,41500,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,2101010593,شركة سادن المتخصصة للاستشارات الجيولوجية,41943,41943,0,0,7/3/2025,7/3/2025,7/3/2025,7/3/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,2101010593,شركة سادن المتخصصة للاستشارات الجيولوجية,150853,150853,0,0,7/3/2025,7/3/2025,7/3/2025,7/3/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,ايجكس للصناعة,776250,776250,0,0,7/3/2025,7/3/2025,7/3/2025,7/3/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,المختص و مصر للأستشارات الهندسية,500000,500000,0,0,7/3/2025,7/3/2025,7/3/2025,7/3/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,شركة عون للسيارات,254500,254500,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاع الإسكان,مشاريع الإسكان,موردين,Paid,0,2101010595,شركة المنابر للاستشارات الهندسية,302364,302364,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاع الإسكان,تنفيذ وحدات الإسكان التنموي  بالعاقول,موردين,Paid,0,2101010751,شركة مصنع بكين الإمارات الدولية للخرسانة الجاهزة,100000,100000,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاعات أخرى,عام,مقاولين الباطن,Paid,0,2109000276,مؤسسة النظم النموذجية للمقاولات العامة,50000,50000,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مقاول باطن / شركة صفوة التقدم للمقاولات,28514,28514,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,Paid,0,-,مؤسسة دنيا الألوان للتجارة,22232,22232,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاع الإسكان,مشاريع الاسكان,عهدة,Paid,0,1109010058,طلب عهدة - محمد عبد العزيز,7000,7000,0,0,7/3/2025,7/3/2025,7/3/2025,7/3/2025
قطاعات أخرى,مكتب جدة,عهدة,Paid,0,-,طلب عهدة - محمد ابراهيم عبد المنعم,5000,5000,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,Paid,0,2101010936,شركة مسارات الإنتاج الصناعية,27000,27000,0,0,7/3/2025,1900-01-00,7/3/2025,7/3/2025
قطاع الإسكان,إسكان المدينة,موردين,Paid,0,2101010616,مجموعة المهيلب للمنتجات الاسمنتية,66994,66994,0,0,6/1/2025,-,-,6/2/2025
قطاع الإسكان,إسكان المدينة,موردين,Paid,0,2101010616,مجموعة المهيلب للمنتجات الاسمنتية,66994,66994,0,0,7/1/2025,7/1/2025,7/1/2025,7/1/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,Sustainable water power consultant,89128,89128,0,0,7/2/2025,7/2/2025,7/2/2025,7/2/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,شركة ابداع الفنون للمقاولات,11500,11500,0,0,7/2/2025,1900-01-00,7/2/2025,7/2/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,مؤسسة أنظمة النخب للتجارة,25300,25300,0,0,7/2/2025,1900-01-00,7/2/2025,7/2/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,شركة الموسي للتجارة و المقاولات المحدودة,31449,31449,0,0,7/2/2025,1900-01-00,7/2/2025,7/2/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,-,شركة إنفور السعودية المحدودة,285488,285488,0,0,7/2/2025,1900-01-00,7/2/2025,7/2/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,2101011034,مؤسسة نخبة الحلول و المعلومات لتقنية المعلومات,183281,183281,0,0,7/2/2025,7/2/2025,7/2/2025,7/2/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,عهدة,Paid,0,-,طلب عهدة - محمد مسعد,15000,15000,0,0,7/1/2025,1900-01-00,7/1/2025,7/1/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Paid,0,2101010693,شركة المؤسسة الوطنية للتسويق المحدودة نبرو,150000,150000,0,0,7/1/2025,1900-01-00,7/1/2025,7/1/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,Paid,0,-,شركة محور العرب التجارية,13225,13225,0,0,7/1/2025,1900-01-00,7/1/2025,7/1/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,Paid,0,-,شركة محور العرب التجارية,5888,5888,0,0,7/1/2025,1900-01-00,7/1/2025,7/1/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,عهدة,Paid,0,1109010035,طلب عهدة - م وجدي عبدالواحد,8000,8000,0,0,7/1/2025,7/1/2025,7/1/2025,7/1/2025
قطاع التحلية,مشاريع التحلية,موردين,Paid,0,-,تالين العقيق للوحدات السكنية,11142,11142,0,0,7/1/2025,7/1/2025,7/1/2025,7/1/2025
قطاع رأس الخير و روشن,رأس الخير,موردين,Paid,0,2101010859,المهيدب للفنادق,10178,10178,0,0,7/1/2025,7/1/2025,7/1/2025,7/1/2025
قطاعات أخرى,المركز الاداري,موردين,Paid,0,-,فندق صبا للشقق الفندقية,6750,6750,0,0,7/1/2025,1900-01-00,7/1/2025,7/1/2025
قطاعات أخرى,فندق مكة,مقاولين الباطن,Paid,0,2103011549,مؤسسة سمو المتحدة للمقاولات المعمارية,42378,42378,0,0,7/24/2025,1900-01-00,7/24/2025,7/26/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Paid,0,2101011071,مؤسسة انجاز العربية للمقاولات عامة,7170,7170,0,0,7/24/2025,1900-01-00,7/31/2025,7/31/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716029094,2027,2027,0,0,7/24/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716029781,4340,4340,0,0,7/24/2025,7/27/2025,7/27/2025,7/27/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,مقاولين الباطن,Paid,0,2103011493,شركة الطريق الصعب للمقاولات,24282,24282,0,0,7/24/2025,1900-01-00,7/24/2025,7/27/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,Paid,0,2101010768,شركة مصدر للتجهيزات الفنية,4703,4703,0,0,7/24/2025,1900-01-00,7/24/2025,7/26/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,سدادات,Paid,0,-,عبدالرحمن صالح خلف المطيري,5100,5100,0,0,7/24/2025,1900-01-00,7/24/2025,7/27/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,سدادات,Paid,0,5104000007,شركة الكهرباء السعودية - رقم الفاتورة 10048353067,3652,3652,0,0,7/24/2025,7/24/2025,7/24/2025,7/27/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,سدادات,Paid,0,5104000007,شركة الكهرباء السعودية - رقم الفاتورة 30015955482,1204,1204,0,0,7/24/2025,7/24/2025,7/24/2025,7/27/2025
قطاعات أخرى,عام,سدادات,Paid,0,2101010922,شركة موبايلي,29176,29176,0,0,7/24/2025,1900-01-00,7/24/2025,7/28/2025
قطاعات أخرى,عام,سدادات,Paid,0,2101010922,شركة موبايلي,1242,1242,0,0,7/24/2025,1900-01-00,7/24/2025,7/28/2025
قطاع التحلية,واحة التحلية برابغ,عهدة,Paid,0,1101000002,طلب عهدة - محمد السبع,10000,10000,0,0,7/24/2025,1900-01-00,7/24/2025,7/24/2025
قطاع الإسكان,إسكان الأصالة الرياض,موردين,Canceled,0,-,مصنع المنتجات العازلة (سابتكس),122038,0,122038,0,7/24/2025,1900-01-00,-,-
قطاع الإسكان,إسكان الأصالة الرياض,موردين,Paid,0,2101010670,شركة بيت الاباء للسيراميك والرخام المحدودة,4830,4830,0,0,7/24/2025,1900-01-00,8/4/2025,8/4/2025
قطاع رأس الخير و روشن,رأس الخير,عهدة,Paid,0,-,طلب عهدة - مكتب التحلية,3000,3000,0,0,7/26/2025,1900-01-00,7/26/2025,7/26/2025
قطاع المصانع,مصنع الخرسانة,موردين,Paid,0,2101011077,شركة الفارع الدولية التجاريه ش,3732,3732,0,0,7/26/2025,1900-01-00,7/29/2025,7/29/2025
قطاع الإسكان,مشاريع الاسكان,عهدة,Paid,0,1109010058,طلب عهدة - محمد عبد العزيز,10000,10000,0,0,7/26/2025,7/29/2025,7/29/2025,7/29/2025
قطاع الإسكان,مشاريع الاسكان,موردين,Paid,0,2101011067,شركة النصر العربية للمنتجات البترولية,1865,1865,0,0,7/26/2025,7/29/2025,7/29/2025,7/29/2025
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,عهدة,Canceled,133,-,طلب عهدة - مشروع جيزان,9000,0,9000,0,7/26/2025,1900-01-00,1900-01-00,1900-01-00
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,Paid,0,5104000094,سداد فاتورة رقم 250716031684,1366,1366,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,Paid,0,5104000094,سداد فاتورة رقم 250716031186,7685,7685,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,Paid,0,5104000094,سداد فاتورة رقم 250716031662,7894,7894,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,Paid,0,5104000094,سداد فاتورة رقم 250716031187,10359,10359,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,Paid,0,5104000094,سداد فاتورة رقم 250716031648,7156,7156,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,Paid,0,5104000094,سداد فاتورة رقم 250716031644,6280,6280,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,Paid,0,5104000094,سداد فاتورة رقم 250716031553,5640,5640,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,Paid,0,5104000094,سداد فاتورة رقم 250716031580,7307,7307,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,Paid,0,1101000015,طلب عهدة - احمد عوض,10000,10000,0,0,7/27/2025,1900-01-00,7/27/2025,7/28/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,عهدة,Paid,133,1109010035,طلب عهدة - م وجدي عبدالواحد,9000,9000,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,0,2101010930,بيان فايز الشهراني,7400,7400,0,0,7/27/2025,8/3/2025,8/3/2025,8/3/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,Canceled,0,1109010246,طلب عهدة - احمد الدسوقي,5435,0,5435,0,7/27/2025,-,-,-
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,Paid,0,2101010455,شركة سالم بن احمد بن يماني بن محفوظ وابنائه,79488,79488,0,0,7/27/2025,1900-01-00,7/27/2025,7/27/2025
قطاع الإسكان,إسكان الأصالة الرياض,عهدة,Paid,0,1101000017,طلب عهدة - كريم رضا,25000,25000,0,0,7/27/2025,7/27/2025,7/27/2025,7/27/2025
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,Paid,0,-,شركة محور العرب التجارية,25703,25703,0,0,7/27/2025,1900-01-00,7/30/2025,7/30/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716033568,28,28,0,0,7/28/2025,1900-01-00,7/28/2025,7/28/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716033633,6752,6752,0,0,7/28/2025,1900-01-00,7/28/2025,7/28/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716033863,1125,1125,0,0,7/28/2025,1900-01-00,7/28/2025,7/28/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716033914,2196,2196,0,0,7/28/2025,1900-01-00,7/28/2025,7/28/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716033963,1296,1296,0,0,7/28/2025,1900-01-00,7/28/2025,7/28/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716033966,6002,6002,0,0,7/28/2025,1900-01-00,7/28/2025,7/28/2025
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,-,2103010782,مؤسسة ابداعنا المتميز للمقاولات,45864,45864,0,0,7/28/2025,1900-01-00,1900-01-00,1900-01-00
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011547,مؤسسة اعمال الحمري للمقاولات,47231,47231,0,0,7/28/2025,1900-01-00,1900-01-00,1900-01-00
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011494,شركة تراب لمكافحة الحشرات,1725,1725,0,0,7/28/2025,1900-01-00,7/29/2025,7/29/2025
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011519,شركة البناء السريع المحدودة,40131,40131,0,0,7/28/2025,1900-01-00,1900-01-00,1900-01-00
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011546,شركة ريادة الصفا للتجارة,10847,10847,0,0,7/28/2025,1900-01-00,1900-01-00,1900-01-00
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011543,شركة تحالف الخير للمقاولات,8021,8021,0,0,7/28/2025,1900-01-00,1900-01-00,1900-01-00
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011550,مؤسسة علي بن سالم اليامي,17751,17751,0,0,7/28/2025,1900-01-00,1900-01-00,1900-01-00
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011526,شركة فن التشييد للمقاولات,41160,41160,0,0,7/28/2025,1900-01-00,1900-01-00,1900-01-00
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011521,مؤسسة نجم البناء للمقاولات,41908,41908,0,0,7/28/2025,1900-01-00,7/29/2025,7/29/2025
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103011551,ركن الاتقان للتطوير العقاري,47231,47231,0,0,7/28/2025,1900-01-00,1900-01-00,1900-01-00
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,Paid,0,2103010785,شركة سمو العزل,67677,67677,0,0,7/28/2025,1900-01-00,1900-01-00,1900-01-00
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,0,2101010931,مؤسسة جمال عبدالله راشد الجلاهمة للتجارة,30532,30532,0,0,7/28/2025,1900-01-00,7/29/2025,7/29/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,0,2101011072,شركة اتحاد الخرج لسبك المعادن,25013,25013,0,0,7/28/2025,1900-01-00,7/29/2025,7/29/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,A.K.27-7,2101011070,شركة التوريدات العالمية للاستثمار,13800,13800,0,0,7/28/2025,1900-01-00,7/29/2025,7/29/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,0,2101010719,مؤسسة سليمان الدوسري التجارية,1828,1828,0,0,7/28/2025,1900-01-00,7/29/2025,7/29/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,Paid,103,1109010246,طلب عهدة - احمد الدسوقي,32225,30000,2225,0,7/28/2025,7/29/2025,7/29/2025,7/29/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,Paid,103,1109010246,طلب عهدة - احمد الدسوقي,20000,20000,0,0,7/28/2025,7/31/2025,7/31/2025,7/31/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,196,2101011018,شركة امجد عبد العزيز الحقيل للوقود,20000,20000,0,0,7/28/2025,7/29/2025,7/29/2025,7/29/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,196,2101011018,شركة امجد عبد العزيز الحقيل للوقود,10000,10000,0,0,7/28/2025,7/31/2025,7/31/2025,7/31/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,196,2101011018,شركة امجد عبد العزيز الحقيل للوقود,25000,25000,0,0,7/28/2025,8/5/2025,8/5/2025,8/5/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,196,2101011018,شركة امجد عبد العزيز الحقيل للوقود,25000,25000,0,0,7/28/2025,8/12/2025,8/12/2025,8/12/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,196,2101011018,شركة امجد عبد العزيز الحقيل للوقود,10000,10000,0,0,7/28/2025,8/17/2025,8/17/2025,8/17/2025
قطاع الإسكان,إسكان الأصالة الرياض,موردين,Paid,0,2101010650,شركة هاير والجبر السعودية الالكترونية,21500,21500,0,0,7/28/2025,1900-01-00,8/4/2025,8/4/2025
قطاع التحلية,الصبة الخرسانية تحلية جازان,عهدة,Canceled,0,-,اضافي عمالة - الصبة الخرسانية جازان,8202,0,8202,0,7/27/2025,1900-01-00,1900-01-00,1900-01-00
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716032789,8,8,0,0,7/27/2025,1900-01-00,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716032910,9,9,0,0,7/27/2025,1900-01-00,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716032947,25,25,0,0,7/27/2025,1900-01-00,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716032965,3723,3723,0,0,7/27/2025,1900-01-00,7/27/2025,7/27/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716033117,6,6,0,0,7/27/2025,1900-01-00,7/27/2025,7/27/2025
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,عهدة,Paid,47,1109010174,طلب عهدة - تاج الدين شرف الدين,75872,75872,0,0,7/28/2025,7/29/2025,7/29/2025,7/29/2025
قطاعات أخرى,مكتب نجران,موردين,Paid,0,2101010838,جولدن جلاس للزجاج,41220,41220,0,0,7/28/2025,7/28/2025,7/28/2025,7/28/2025
قطاع المصانع,مصنع صدارة الكسارة,موردين,Paid,0,2101010626,معرض جراب علي سعيد ال جحام للسيارات,100000,100000,0,0,7/28/2025,1900-01-00,7/28/2025,7/28/2025
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,موردين,Paid,0,2101010935,مؤسسة الواحة الانشائية للتجارة,5474,5474,0,0,7/28/2025,1900-01-00,7/29/2025,7/29/2025
قطاعات أخرى,اليات المنطقة الشرقية,عهدة,Paid,0,1109010115,طلب عهدة - وليد محمد والي,24629,24629,0,0,7/29/2025,1900-01-00,1900-01-00,1900-01-00
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,0,2101010719,الخدمات الاستشاريه للمطرقه المائيه,5625,5625,0,0,7/29/2025,7/31/2025,7/31/2025,7/31/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,0,2101010984,شركة عبد الرحمن احمد الراجحي التجارية,12414,12414,0,0,7/29/2025,1900-01-00,7/30/2025,7/30/2025
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,Paid,0,-,شركة اليزيدي للتجارة,9384,9384,0,0,7/29/2025,1900-01-00,7/30/2025,7/30/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سدادات,Canceled,0,1125010003,أسم المؤجر - محمد بن عيسي بن محمد الغنيم,18000,0,18000,0,7/29/2025,-,-,-
قطاعات أخرى,المركز الاداري,موردين,Canceled,0,-,حجز فندق المهندس أبو بكر - Data Ocean,4135,0,4135,0,7/29/2025,7/29/2025,7/30/2025,-
قطاع المصانع,مصنع صدارة الكسارة,موردين,Paid,0,2101011024,شركة صحاري المتحدة التجارية,224000,224000,0,0,7/29/2025,1900-01-00,7/29/2025,7/29/2025
قطاع المصانع,مصنع صدارة الكسارة,موردين,Paid,0,2101010626,معرض جراب علي سعيد ال جحام للسيارات,190000,190000,0,0,7/29/2025,1900-01-00,7/29/2025,7/29/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,Paid,0,5104000094,فاتورة رقم 250716033588,1528,1528,0,0,7/29/2025,7/30/2025,7/30/2025,7/30/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,Paid,0,2101010847,مصنع التوكيلات للخرسانة الجاهزة - جاك,30000,30000,0,0,7/29/2025,1900-01-00,7/29/2025,7/29/2025
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,Paid,0,1101000015,طلب عهدة - احمد عوض,15000,10000,5000,0,7/29/2025,1900-01-00,7/29/2025,1900-01-00
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,0,2103011536,شركة مسعود بن ناصر الدوسري للمقاولات العامه,175847,175847,0,0,7/29/2025,7/30/2025,7/30/2025,7/30/2025
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,Paid,0,2103011329,مؤسسة الركن الهندسي مقاولون عامون,26380,26380,0,0,7/29/2025,1900-01-00,7/30/2025,7/30/2025
